#,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d
1551,Bitbase,BTBc,?,$0.001496,?,Low Vol,0.34%,21.74%,26.97%
1552,MobileCash,MBL,?,$0.000187,?,Low Vol,0.37%,-3.99%,0.49%
1553,BatCoin,BAT,?,$0.000094,?,Low Vol,0.29%,-4.01%,0.49%
1554,BetaCoin,BET,?,$0.005704,?,Low Vol,0.37%,-3.96%,0.68%
1555,UR,UR,?,$0.001122,?,Low Vol,0.37%,-3.96%,0.50%
1556,Tellurion,TELL,?,$0.000595,?,Low Vol,31.97%,141.56%,118.19%
1557,FutCoin,FUTC,?,$0.001216,?,Low Vol,0.34%,-10.86%,-27.42%
1558,Lazaruscoin,LAZ,?,$0.001029,?,Low Vol,0.37%,17.39%,9.73%
1559,BestChain,BEST,?,$0.004555,?,Low Vol,-0.08%,-5.92%,-7.95%
1560,Rcoin,RCN,?,$0.000094,?,Low Vol,0.34%,-3.99%,0.07%
1561,Cheapcoin,CHEAP,?,$0.000748,?,Low Vol,12.40%,?,0.58%
1562,Regacoin,REGA,?,$0.000935,?,Low Vol,6.43%,37.13%,-25.42%
1563,GoldMaxCoin,GMX,?,$0.000935,?,Low Vol,0.34%,37.16%,5.60%
1564,Wink,WINK,?,$0.001216,?,Low Vol,0.34%,3.99%,5.99%
1565,LePen,LEPEN,?,$0.000094,?,Low Vol,0.37%,-51.98%,0.49%
1566,TrickyCoin,TRICK,?,$0.009258,?,Low Vol,0.37%,?,-2.67%
1567,FAPcoin,FAP,?,$0.001029,?,Low Vol,6.85%,0.68%,-0.90%
1568,Hyper,HYPER,?,$0.028335,?,Low Vol,0.34%,1.36%,20.34%
1569,CryptCoin,CRYPT,?,$0.122035,?,Low Vol,0.37%,-3.71%,-17.98%
1570,LinkedCoin,LKC,?,$0.000281,?,Low Vol,0.34%,-3.99%,0.05%
1571,Levocoin,LEVO,?,$0.001122,?,Low Vol,0.34%,-3.99%,-18.46%
1572,EncryptoTel [...,ETT,?,$0.050165,?,Low Vol,0.34%,-1.65%,4.59%
1573,Karmacoin,KARMA,?,$0.000094,?,Low Vol,0.34%,?,?
1574,SportsCoin,SPORT,?,$0.001870,?,Low Vol,0.34%,-3.96%,5.78%
1575,eREAL,EREAL,?,$0.001738,?,Low Vol,0.43%,-5.71%,-60.22%
1576,X2,X2,?,$0.000281,?,Low Vol,0.29%,3.00%,?
1577,PokeCoin,POKE,?,$0.000094,?,Low Vol,0.29%,-3.99%,?
1578,Avoncoin,ACN,?,$0.000468,?,Low Vol,0.34%,-4.01%,0.49%
1579,Axiom,AXIOM,?,$0.013279,?,Low Vol,0.37%,-3.99%,0.49%
1580,CyberCoin,CC,?,$0.000187,?,Low Vol,0.34%,?,-0.24%
1581,KashhCoin,KASHH,?,$0.000094,?,Low Vol,0.34%,-3.99%,?
1582,DeltaCredits,DCRE,?,$0.209471,?,Low Vol,0.39%,-3.99%,?
1583,DarkLisk,DISK,?,$0.001122,?,Low Vol,0.34%,-3.99%,-5.26%
1584,Bitok,BITOK,?,$0.000094,?,Low Vol,0.37%,-3.99%,0.49%
1585,EggCoin,EGG,?,$0.025342,?,Low Vol,0.34%,-3.99%,?
1586,Primulon,PRIMU,?,$0.000281,?,Low Vol,0.37%,-3.99%,-24.63%
1587,TodayCoin,TODAY,?,$0.000748,?,Low Vol,0.37%,-15.22%,?
1588,PrismChain,PRM,?,$0.001403,?,Low Vol,0.30%,-3.34%,1.06%
1589,netBit,NBIT,?,$0.009258,?,Low Vol,0.34%,-34.86%,?
1590,CoffeeCoin,CFC,?,$0.002104,?,Low Vol,?,-1.81%,-3.76%
1591,GameLeagueCoin,GML,?,$0.012784,?,Low Vol,?,-0.57%,-2.56%
1592,Quotient,XQN,?,$0.004286,?,Low Vol,?,-2.20%,20.35%
1593,ShellCoin,SHELL,?,$0.031363,?,Low Vol,?,?,-6.64%
1594,Cycling Coin,CYC,?,$0.001436,?,Low Vol,?,-1.73%,18.70%
1595,RubleBit,RUBIT,?,$0.005744,?,Low Vol,?,?,21.03%
1596,Cashme,CME,?,$0.000286,?,Low Vol,?,-2.18%,53.61%
1597,Opescoin,OPES,?,$0.002006,?,Low Vol,?,-1.95%,?
1598,PayPeer,PAYP,?,$0.000093,?,Low Vol,?,?,-0.85%
1599,TheCreed,TCR,?,$0.000394,?,Low Vol,?,?,-21.34%
1600,Digital Bulli...,DBG,?,$0.002166,?,Low Vol,?,?,10.83%
1601,FrankyWillCoin,FRWC,?,$0.003434,?,Low Vol,?,-2.07%,?
1602,UGAIN,GAIN,?,$0.003359,?,Low Vol,?,-1.47%,-15.08%
1603,Omicron,OMC,?,$0.183033,?,Low Vol,?,?,7.08%
1604,RHFCoin,RHFC,?,$0.000860,?,Low Vol,?,-1.91%,34.06%
1605,Fazzcoin,FAZZ,?,$0.004480,?,Low Vol,0.00%,4.53%,-9.17%
1606,Dashs,DASHS,?,$0.043505,?,Low Vol,?,-4.15%,15.72%
1607,Topaz Coin,TOPAZ,?,$0.286547,?,Low Vol,?,-4.20%,-23.02%
1608,SISA,SISA,?,$0.009531,?,Low Vol,?,-2.17%,2.42%
1609,Decentralized...,DML,?,$0.208602,?,Low Vol,?,?,?
1610,Nebula AI,NBAI,?,$0.014723,?,Low Vol,?,?,?
1611,Vcash,XVC,?,?,"15,419,820",?,?,?,?
1612,GAY Money,GAY,?,$0.018900,?,?,?,?,-2.36%
1613,BitSoar,BSR,?,$0.001671,?,?,?,?,-0.26%
1614,Farstcoin,FRCT,?,?,?,?,?,?,?
